product_id,category,product_title,brand,model,features,price,rating,review_count,image_url,is_accessory,combined_features
B0D3TBT7V6,Basic Cases,CASETiFY Impact iPhone 15 Case [Villains Co-Lab / 8.2ft Drop Protection/Magsafe] - Poison Apple - Clear Black,CASETiFY,iPhone 15,"['Compatible with iPhone 15 Only (6.1"" Screen Size)', '8.2ft Drop Protection, EcoShock Protection Technology', 'Military Grade Drop Tested (4x MIL-STD-810G)', 'Raised Bezel for Screen Protection', 'Wireless and Magsafe Charging Compatible']",5584.64,4.7,12,https://m.media-amazon.com/images/I/51o1i-5sqDL.__AC_SX300_SY300_QL70_ML2_.jpg,True,"Basic Cases CASETiFY iPhone 15 ['Compatible with iPhone 15 Only (6.1"" Screen Size)', '8.2ft Drop Protection, EcoShock Protection Technology', 'Military Grade Drop Tested (4x MIL-STD-810G)', 'Raised Bezel for Screen Protection', 'Wireless and Magsafe Charging Compatible']"
B09FSHBYGJ,Basic Cases,Peak Design Mobile Everyday Case iPhone 12 Pro Max,Peak Design,iPhone 12 Pro Max,"['Built-in magnetic locking technology (called SlimLink) is ultra secure and feels like magic', 'Super slim 2.4mm profile with protective full-surround shock-absorbing TPU bumper', 'Nylon canvas fabric shell is weatherproof, 100% recycled, and Bluesign-approved']",1308.9,4.6,63,https://m.media-amazon.com/images/I/71zYGZL3TvL.__AC_SX300_SY300_QL70_ML2_.jpg,True,"Basic Cases Peak Design iPhone 12 Pro Max ['Built-in magnetic locking technology (called SlimLink) is ultra secure and feels like magic', 'Super slim 2.4mm profile with protective full-surround shock-absorbing TPU bumper', 'Nylon canvas fabric shell is weatherproof, 100% recycled, and Bluesign-approved']"
B0CG1QZ9DJ,Basic Cases,"Lamicall Magnetic Phone Case for iPhone 15 for MagSafe - [18 FT Mil-Grade Drop Protection] Phone Case with Air Bumpers and Raised Edges, Shockproof Case for iPhone 15 Phone Case, Black",Lamicall,Only for iPhone 15,"['Perfectly Crafted for Urban Exploration: If youâ€™ve just upgraded your smartphone, itâ€™s time to try the Lamicall protective phone case! This phone case compatible with iPhone 15 is designed to safeguard your phone while enhancing its sleek aesthetics with a sophisticated touch!', 'Air-Filled Bumper Corners: Our phone case uses a patented technology with air-filled bumper corners that together with the durable TPU structure, can absorb 98% of the shock, bouncing back and protecting your phone against accidental drops of up to 18 ft!', '360Ëš Protection: This awesome magnetic phone case is designed with 1.2 mm raised screen edges and a 2.9 mm camera lens bezel to make sure your smartphone is protected against scratches and abrasions, especially when itâ€™s placed face down or carried in your pocket.', 'Strong Magnetic Case: The shockproof case featuresan upgraded magnet ring with 38 ultra-strong N52 magnets that ensure secure attachment to most wireless charging devices. The phone cover provides uninterrupted and fast charging and itâ€™s compatible with MagSafe charging, magnetic car mounts and most magnetic accessories.', 'Exquisite Metal Buttons: This magnetic case itâ€™s not only highly protective but also sleek. With precise openings, high-end finishes and a sophisticated translucent frosted design, this phone case ensures maximum button responsiveness and a nice tactile experience without feeling bulky in your pocket.']",785.34,4.4,187,https://m.media-amazon.com/images/I/61FUmxM+hsL._AC_SY300_SX300_.jpg,True,"Basic Cases Lamicall Only for iPhone 15 ['Perfectly Crafted for Urban Exploration: If youâ€™ve just upgraded your smartphone, itâ€™s time to try the Lamicall protective phone case! This phone case compatible with iPhone 15 is designed to safeguard your phone while enhancing its sleek aesthetics with a sophisticated touch!', 'Air-Filled Bumper Corners: Our phone case uses a patented technology with air-filled bumper corners that together with the durable TPU structure, can absorb 98% of the shock, bouncing back and protecting your phone against accidental drops of up to 18 ft!', '360Ëš Protection: This awesome magnetic phone case is designed with 1.2 mm raised screen edges and a 2.9 mm camera lens bezel to make sure your smartphone is protected against scratches and abrasions, especially when itâ€™s placed face down or carried in your pocket.', 'Strong Magnetic Case: The shockproof case featuresan upgraded magnet ring with 38 ultra-strong N52 magnets that ensure secure attachment to most wireless charging devices. The phone cover provides uninterrupted and fast charging and itâ€™s compatible with MagSafe charging, magnetic car mounts and most magnetic accessories.', 'Exquisite Metal Buttons: This magnetic case itâ€™s not only highly protective but also sleek. With precise openings, high-end finishes and a sophisticated translucent frosted design, this phone case ensures maximum button responsiveness and a nice tactile experience without feeling bulky in your pocket.']"
B0B4WR7Y2N,Basic Cases,Coach Leather Slim Wrap Case for Apple iPhone 13 Smartphone - Black,Coach,iPhone 13,['Wraparound design for 360-degree protection|Crafted in genuine leather|Soft protective interior lining with velvety finish|Works with wireless and MagSafe* charging'],2530.54,4.2,3,https://m.media-amazon.com/images/I/51vbdGnSy3L.__AC_SX300_SY300_QL70_ML2_.jpg,True,Basic Cases Coach iPhone 13 ['Wraparound design for 360-degree protection|Crafted in genuine leather|Soft protective interior lining with velvety finish|Works with wireless and MagSafe* charging']
B09C178KX8,Basic Cases,Pelican Protector Series - iPhone 13 Case [15ft Military Grade Drop Protection] [Wireless Charging Compatible] Protective Phone Case With Anti Scratch - Rugged Bumper Cover for iPhone 13 - Black,Pelican,iPhone 13,"['âœ… Pelican Protector Series: We are committed to providing users with unique tough phone cases, providing you a brand-new experience with iPhone 13 case.', 'âœ… Compatible Models: Pelican (Protector Series) armor case cover is perfectly compatible with Apple iPhone 13 (6.1 inches) 2021 new released. The position of the buttons, speaker, charging port, and camera are perfectly matched.', 'âœ… Multi-Layer Defense: Soft inner and hard outer layers absorb and deflect impacts. Non-slip edge design for a secure grip and dustproof port covers to keep out dirt, the rugged iPhone 13 shockproof case is made for any adventure.', 'âœ… Certified Drop Protection: Safely guard your iPhone 13 against serious drops, dirt, scrapes, and bumps, the military-grade drop-proof iPhone 13 heavy-duty case that delivers legendary defense.', 'âœ… Uncompromising: We build for the perfectionist who demands quality, both in equipment and experience, and knows that the Pelican case is the last case they will ever need.']",2181.5,4.4,393,https://m.media-amazon.com/images/I/61xSGwZ9UXL.__AC_SX300_SY300_QL70_ML2_.jpg,True,"Basic Cases Pelican iPhone 13 ['âœ… Pelican Protector Series: We are committed to providing users with unique tough phone cases, providing you a brand-new experience with iPhone 13 case.', 'âœ… Compatible Models: Pelican (Protector Series) armor case cover is perfectly compatible with Apple iPhone 13 (6.1 inches) 2021 new released. The position of the buttons, speaker, charging port, and camera are perfectly matched.', 'âœ… Multi-Layer Defense: Soft inner and hard outer layers absorb and deflect impacts. Non-slip edge design for a secure grip and dustproof port covers to keep out dirt, the rugged iPhone 13 shockproof case is made for any adventure.', 'âœ… Certified Drop Protection: Safely guard your iPhone 13 against serious drops, dirt, scrapes, and bumps, the military-grade drop-proof iPhone 13 heavy-duty case that delivers legendary defense.', 'âœ… Uncompromising: We build for the perfectionist who demands quality, both in equipment and experience, and knows that the Pelican case is the last case they will ever need.']"
B0CKRVXSKV,Basic Cases,Casely iPhone 15 Pro Case | Flower Patch | Multi-Color Floral | Classic Case | Compatible with MagSafe and Action Button,Casely,iPhone 15 Pro,"['Compatibility: Meet the Classic Collection. Not just a pretty cover for your phone, the Classic Collection Case from Casely is engineered with hard polycarbonate material, providing 360 degree coverage for your phone yet staying super slim and lightweight.', ""Unique Features: Lightweight for Those on the Go. Don't carry a dumbbell around in your pocket. Ultra sleek, ultra slim. 1mm raised front lip protection. Weight: 0.8 Ounces"", 'Charge Wirelessly: Go wireless. All Classic cases are wireless charging compatible.', 'Designed in USA: Casely is one of very few case companies that designs our cases in the USA; All of our Phone Cases are designed in our Brooklyn, New York Headquarters', ""Our Philosophy: We build protection for your Boldest behavior. #LiveBold. Casely's products are made with love and hand inspected from corner to corner to ensure high-quality phone cases you can count on. All cases come with a 1-year product warranty.""]",2530.54,4.7,168,https://m.media-amazon.com/images/I/71V+LTDZVsL._AC_SY300_SX300_.jpg,True,"Basic Cases Casely iPhone 15 Pro ['Compatibility: Meet the Classic Collection. Not just a pretty cover for your phone, the Classic Collection Case from Casely is engineered with hard polycarbonate material, providing 360 degree coverage for your phone yet staying super slim and lightweight.', ""Unique Features: Lightweight for Those on the Go. Don't carry a dumbbell around in your pocket. Ultra sleek, ultra slim. 1mm raised front lip protection. Weight: 0.8 Ounces"", 'Charge Wirelessly: Go wireless. All Classic cases are wireless charging compatible.', 'Designed in USA: Casely is one of very few case companies that designs our cases in the USA; All of our Phone Cases are designed in our Brooklyn, New York Headquarters', ""Our Philosophy: We build protection for your Boldest behavior. #LiveBold. Casely's products are made with love and hand inspected from corner to corner to ensure high-quality phone cases you can count on. All cases come with a 1-year product warranty.""]"
B0BF1BM771,Basic Cases,"Speck PresidioÂ® Perfect-Clear MagSafeÂ® Case For iPhoneÂ® 14 Plus, Clear, 150119-3080",Speck,iPhone 14 Plus iPhone 15 Plus,"['Help ensure your smartphone is protected by using the Speck Presidio Perfect-Clear MagSafe Case For iPhone 14 Plus. The case offers a slim design to allow effortless wireless charging and offers protection from drops, water and scratches.', 'Raised bezel helps protect your screen.', ""Provides drop protection from 13' and features a scratch- and water-resistant design."", 'Microban technology helps eliminate .', 'Specially designed for your Magsafe chargers and accessories.']",523.56,4.6,62,https://m.media-amazon.com/images/I/71A79IZAssL.__AC_SX300_SY300_QL70_ML2_.jpg,True,"Basic Cases Speck iPhone 14 Plus iPhone 15 Plus ['Help ensure your smartphone is protected by using the Speck Presidio Perfect-Clear MagSafe Case For iPhone 14 Plus. The case offers a slim design to allow effortless wireless charging and offers protection from drops, water and scratches.', 'Raised bezel helps protect your screen.', ""Provides drop protection from 13' and features a scratch- and water-resistant design."", 'Microban technology helps eliminate .', 'Specially designed for your Magsafe chargers and accessories.']"
B09DQ8X42M,Basic Cases,"Incipio Organicore Clear Series Smartphone Case for 6.1-Inch iPhone 13 Pro, Charcoal/Clear",Incipio,iPhone 13 Pro,"['Compatible with 6.1-Inch iPhone 13 Pro', 'Protection from drops up to 14 feet', 'Raised side edges also protect the display and the camera', 'Dual-layer, one-piece construction\u200b', 'Raised edge screen protection\u200b']",698.08,4.33540856,0,https://m.media-amazon.com/images/I/41eZTioK23L.__AC_SX300_SY300_QL70_ML2_.jpg,True,"Basic Cases Incipio iPhone 13 Pro ['Compatible with 6.1-Inch iPhone 13 Pro', 'Protection from drops up to 14 feet', 'Raised side edges also protect the display and the camera', 'Dual-layer, one-piece construction\u200b', 'Raised edge screen protection\u200b']"
B0CBYSKYKY,Basic Cases,"OtterBox OtterGrip Symmetry Case for iPhone 15 Pro Max for MagSafe, Drop Proof, Protective Case with Built-in Grip, 3X Tested to Military Standard, Black",OtterBox,iPhone 15 Pro Max,"['The stylish OtterGrip Symmetry Series for iPhone 15 Pro Max case undergoes thousands of hours of drop testing to ensure your smartphone gets the utmost protection.', ""Protect your smartphone with stylish OtterGrip Symmetry Series, the iPhone 15 Pro Max case that's easy to install and has as many drops as military standard (MIL-STD-810G 516.6). OtterGrip Symmetry case has raised edges to protect your smartphone's camera and screen from serious drops and scrapes."", 'The OtterGrip case has an integrated grip that presses flat, works seamlessly with MagSafe and is specifically designed for strong alignment and attachment with MagSafe wireless charging and accessories', ""OtterBox OtterGrip Symmetry case has raised edges to protect your smartphone's camera and screen from serious drops and scrapes."", 'Made from 50% recycled plastic, OtterBox OtterGrip Symmetry Series provides flawless, sleek and stylish protection from scratches and cracks.', 'Pair your case with a scratch resistant and durable OtterBox screen protector for total, 360-degree protection.', 'Compatible with iPhone 15 Pro Max', 'Reduced Waste Packaging: At OtterBox weâ€™ve taken concrete steps to reduce our impact, thatâ€™s why we made our retail packaging from sustainable materials that are fully recyclable and use nearly no plastic.']",2268.76,3.4,31,https://m.media-amazon.com/images/I/71FGdphiXXL.__AC_SX300_SY300_QL70_ML2_.jpg,True,"Basic Cases OtterBox iPhone 15 Pro Max ['The stylish OtterGrip Symmetry Series for iPhone 15 Pro Max case undergoes thousands of hours of drop testing to ensure your smartphone gets the utmost protection.', ""Protect your smartphone with stylish OtterGrip Symmetry Series, the iPhone 15 Pro Max case that's easy to install and has as many drops as military standard (MIL-STD-810G 516.6). OtterGrip Symmetry case has raised edges to protect your smartphone's camera and screen from serious drops and scrapes."", 'The OtterGrip case has an integrated grip that presses flat, works seamlessly with MagSafe and is specifically designed for strong alignment and attachment with MagSafe wireless charging and accessories', ""OtterBox OtterGrip Symmetry case has raised edges to protect your smartphone's camera and screen from serious drops and scrapes."", 'Made from 50% recycled plastic, OtterBox OtterGrip Symmetry Series provides flawless, sleek and stylish protection from scratches and cracks.', 'Pair your case with a scratch resistant and durable OtterBox screen protector for total, 360-degree protection.', 'Compatible with iPhone 15 Pro Max', 'Reduced Waste Packaging: At OtterBox weâ€™ve taken concrete steps to reduce our impact, thatâ€™s why we made our retail packaging from sustainable materials that are fully recyclable and use nearly no plastic.']"
B0B4355RS7,Basic Cases,"OtterBox Fre Case for iPhone 14 Pro Max for MagSafe, Waterproof (IP68), Shockproof, Dirtproof, Sleek and Slim Protective Case with Built in Screen Protector, x5 Tested to Military Standard, Black",OtterBox,iPhone 14 Pro Max,"['The thin and compact FRE Series case for iPhone 14 Pro Max protect your smartphone from Water (IP-68 tested), Drop, Dirt and Snow; WaterProof (IP-68) means up to 2 meters and up to one hour protection against all sort of liquids', 'DROP+ | 5X as many drops as military standard (MIL-STD-810G 516.6)', 'The OtterBox FRÄ’ for iPhone 14 Pro Max case is sealed from dirt, dust and has a built-in screen cover for 360Âº protection; To avoid compromising the full functionality of the case we recommend to not pair it with an additional screen protector', 'For MagSafe with built-in magnets', 'Made with more than 50% recycled plastic, including 25% ocean-based recycled plastic.Compatible with iPhone 14 Pro Max.Reduced Waste Packaging: At OtterBox weâ€™ve taken concrete steps to reduce our impact, thatâ€™s why we made our retail packaging from sustainable materials that are fully recyclable and use nearly no plastic']",7504.36,4.2,190,https://m.media-amazon.com/images/I/61bUktSIGlL.__AC_SX300_SY300_QL70_ML2_.jpg,True,"Basic Cases OtterBox iPhone 14 Pro Max ['The thin and compact FRE Series case for iPhone 14 Pro Max protect your smartphone from Water (IP-68 tested), Drop, Dirt and Snow; WaterProof (IP-68) means up to 2 meters and up to one hour protection against all sort of liquids', 'DROP+ | 5X as many drops as military standard (MIL-STD-810G 516.6)', 'The OtterBox FRÄ’ for iPhone 14 Pro Max case is sealed from dirt, dust and has a built-in screen cover for 360Âº protection; To avoid compromising the full functionality of the case we recommend to not pair it with an additional screen protector', 'For MagSafe with built-in magnets', 'Made with more than 50% recycled plastic, including 25% ocean-based recycled plastic.Compatible with iPhone 14 Pro Max.Reduced Waste Packaging: At OtterBox weâ€™ve taken concrete steps to reduce our impact, thatâ€™s why we made our retail packaging from sustainable materials that are fully recyclable and use nearly no plastic']"
